,level_0,index,subject_id,task_part,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,age,gender,rest,subject_condition,rt0,rt1,response0,response1,is_optimal_first,is_optimal_second,optimal_score,categorical_age,trial_bin,is_optimal
725,85,326,9,value training,False,./assets/img/canyon/memory/37.jpg,canyon,8.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,,True,1,795.1000000014901,284.59999999403954,ArrowDown,ArrowLeft,True,False,30.0,,0,False
727,87,330,9,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,,True,1,324.19999999552965,319.3999999985099,ArrowDown,ArrowRight,True,True,30.0,,0,True
728,88,332,9,value training,False,./assets/img/canyon/memory/37.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,,True,1,608.8000000044703,245.29999999701977,ArrowDown,ArrowRight,True,True,30.0,,5,True
729,89,334,9,value training,False,./assets/img/canyon/memory/5.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,,True,1,497.70000000298023,285.6000000014901,ArrowDown,ArrowRight,True,True,30.0,,5,True
730,90,336,9,value training,False,./assets/img/canyon/memory/22.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,,True,1,691.1000000014901,349.3999999985099,ArrowDown,ArrowRight,True,True,30.0,,5,True
731,91,338,9,value training,False,./assets/img/canyon/memory/14.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,,True,1,628.6000000014901,953.0,ArrowDown,ArrowRight,True,True,30.0,,5,True
732,92,340,9,value training,False,./assets/img/canyon/memory/2.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,,True,1,1083.3999999985099,346.6000000014901,ArrowDown,ArrowRight,True,True,30.0,,5,True
733,93,342,9,value training,False,./assets/img/canyon/memory/15.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,,True,1,968.1000000014901,531.5999999940395,ArrowDown,ArrowRight,True,True,30.0,,10,True
734,94,344,9,value training,False,./assets/img/canyon/memory/10.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,,True,1,655.2000000029802,1454.3999999985099,ArrowDown,ArrowRight,True,True,30.0,,10,True
735,95,346,9,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,,True,1,1102.2999999970198,620.5,ArrowDown,ArrowRight,True,True,30.0,,10,True
736,96,348,9,value training,False,./assets/img/canyon/memory/39.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,,True,1,912.8000000044703,687.7000000029802,ArrowDown,ArrowRight,True,True,30.0,,10,True
737,97,350,9,value training,False,./assets/img/canyon/memory/10.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,,True,1,653.3999999985099,520.6000000014901,ArrowDown,ArrowRight,True,True,30.0,,10,True
738,98,352,9,value training,False,./assets/img/canyon/memory/15.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,,True,1,566.5,568.6999999955297,ArrowDown,ArrowRight,True,True,30.0,,15,True
739,99,354,9,value training,False,./assets/img/canyon/memory/22.jpg,canyon,10.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,,True,1,802.5,761.8000000044703,ArrowUp,ArrowRight,False,False,30.0,,15,False
740,100,356,9,value training,False,./assets/img/canyon/memory/24.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",18,,,True,1,345.0,511.1000000014901,ArrowDown,ArrowRight,True,True,30.0,,15,True
741,101,358,9,value training,False,./assets/img/canyon/memory/3.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,,True,1,399.8999999985099,557.0,ArrowDown,ArrowRight,True,True,30.0,,15,True
742,102,360,9,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,,True,1,630.2999999970198,469.09999999403954,ArrowDown,ArrowRight,True,True,30.0,,15,True
743,103,362,9,value training,False,./assets/img/canyon/memory/41.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,,True,1,474.90000000596046,392.79999999701977,ArrowDown,ArrowRight,True,True,30.0,,20,True
744,104,364,9,value training,False,./assets/img/canyon/memory/36.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,,True,1,553.8999999985099,265.29999999701977,ArrowDown,ArrowRight,True,True,30.0,,20,True
745,105,366,9,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,,True,1,479.0,479.0,ArrowDown,ArrowRight,True,True,30.0,,20,True
746,106,368,9,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,,True,1,952.0,684.5,ArrowDown,ArrowRight,True,True,30.0,,20,True
747,107,370,9,value training,False,./assets/img/canyon/memory/17.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,,True,1,574.2999999970198,487.1000000014901,ArrowDown,ArrowRight,True,True,30.0,,20,True
748,108,372,9,value training,False,./assets/img/canyon/memory/31.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,,True,1,507.40000000596046,463.79999999701977,ArrowDown,ArrowRight,True,True,30.0,,25,True
749,109,374,9,value training,False,./assets/img/canyon/memory/14.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,,True,1,1113.5,552.7000000029802,ArrowDown,ArrowRight,True,True,30.0,,25,True
752,112,380,9,value training,False,./assets/img/canyon/memory/0.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,,True,1,427.79999999701977,386.29999999701977,ArrowDown,ArrowRight,True,True,30.0,,25,True
753,113,382,9,value training,False,./assets/img/canyon/memory/35.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,,True,1,541.0,1256.2000000029802,ArrowDown,ArrowRight,True,True,30.0,,25,True
754,114,384,9,value training,False,./assets/img/canyon/memory/39.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,,True,1,755.6000000014901,359.20000000298023,ArrowDown,ArrowRight,True,True,30.0,,30,True
756,116,388,9,value training,False,./assets/img/canyon/memory/5.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,,True,1,538.2000000029802,430.29999999701977,ArrowDown,ArrowRight,True,True,30.0,,30,True
759,119,394,9,value training,False,./assets/img/canyon/memory/3.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,,True,1,561.7999999970198,376.3999999985099,ArrowDown,ArrowRight,True,True,30.0,,30,True
760,120,396,9,value training,False,./assets/img/canyon/memory/24.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",35,,,True,1,593.5,654.2000000029802,ArrowDown,ArrowRight,True,True,30.0,,30,True
761,121,398,9,value training,False,./assets/img/canyon/memory/35.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",36,,,True,1,848.7999999970198,386.40000000596046,ArrowDown,ArrowRight,True,True,30.0,,35,True
762,122,400,9,value training,False,./assets/img/canyon/memory/2.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",37,,,True,1,378.19999999552965,944.8999999985099,ArrowDown,ArrowRight,True,True,30.0,,35,True
764,124,404,9,value training,False,./assets/img/canyon/memory/4.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",39,,,True,1,487.6000000014901,690.5,ArrowDown,ArrowRight,True,True,30.0,,35,True
766,126,408,9,value training,False,./assets/img/canyon/memory/0.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",40,,,True,1,921.8000000044703,420.5,ArrowDown,ArrowRight,True,True,30.0,,35,True
767,127,410,9,value training,False,./assets/img/canyon/memory/4.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",41,,,True,1,465.3999999985099,874.5999999940395,ArrowDown,ArrowRight,True,True,30.0,,40,True
769,129,414,9,value training,False,./assets/img/canyon/memory/19.jpg,canyon,30.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",42,,,True,1,1457.7000000029802,550.0,ArrowDown,ArrowRight,True,True,30.0,,40,True
800,0,138,10,value training,False,./assets/img/canyon/memory/17.jpg,canyon,10.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,,True,4,920.1999999999534,423.5999999998603,ArrowUp,ArrowRight,True,False,26.0,,0,False
801,1,140,10,value training,False,./assets/img/canyon/memory/21.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,,True,4,438.60000000009313,460.9000000001397,ArrowUp,ArrowLeft,True,True,26.0,,0,True
802,2,142,10,value training,False,./assets/img/canyon/memory/41.jpg,canyon,17.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,,True,4,322.80000000004657,433.60000000009313,ArrowDown,ArrowRight,False,True,26.0,,0,False
803,3,144,10,value training,False,./assets/img/canyon/memory/5.jpg,canyon,5.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,,True,4,484.19999999995343,427.0,ArrowDown,ArrowLeft,False,False,26.0,,0,False
805,5,148,10,value training,False,./assets/img/canyon/memory/10.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,,True,4,416.30000000004657,422.89999999990687,ArrowUp,ArrowLeft,True,True,26.0,,0,True
807,7,152,10,value training,False,./assets/img/canyon/memory/7.jpg,canyon,10.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,,True,4,483.0999999998603,481.0,ArrowUp,ArrowRight,True,False,26.0,,5,False
808,8,154,10,value training,False,./assets/img/canyon/memory/40.jpg,canyon,17.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,,True,4,643.8000000000466,375.0,ArrowDown,ArrowRight,False,True,26.0,,5,False
809,9,156,10,value training,False,./assets/img/canyon/memory/0.jpg,canyon,5.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,,True,4,662.1999999999534,303.0,ArrowDown,ArrowLeft,False,False,26.0,,5,False
810,10,158,10,value training,False,./assets/img/canyon/memory/2.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",9,,,True,4,498.5,479.19999999995343,ArrowUp,ArrowLeft,True,True,26.0,,5,True
811,11,160,10,value training,False,./assets/img/canyon/memory/5.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,,True,4,557.8000000000466,411.5,ArrowUp,ArrowLeft,True,True,26.0,,5,True
812,12,162,10,value training,False,./assets/img/canyon/memory/17.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,,True,4,594.6999999999534,500.30000000004657,ArrowUp,ArrowLeft,True,True,26.0,,10,True
813,13,164,10,value training,False,./assets/img/canyon/memory/41.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,,True,4,658.0,513.3000000000466,ArrowUp,ArrowLeft,True,True,26.0,,10,True
814,14,166,10,value training,False,./assets/img/canyon/memory/24.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,,True,4,714.6000000000931,410.4000000001397,ArrowUp,ArrowLeft,True,True,26.0,,10,True
815,15,168,10,value training,False,./assets/img/canyon/memory/2.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,,True,4,889.2000000001863,377.0,ArrowUp,ArrowLeft,True,True,26.0,,10,True
816,16,170,10,value training,False,./assets/img/canyon/memory/29.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,,True,4,781.5,366.0,ArrowUp,ArrowLeft,True,True,26.0,,10,True
818,18,174,10,value training,False,./assets/img/canyon/memory/0.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,,True,4,580.2999999998137,384.10000000009313,ArrowUp,ArrowLeft,True,True,26.0,,15,True
820,20,178,10,value training,False,./assets/img/canyon/memory/30.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,,True,4,608.7999999998137,499.79999999981374,ArrowUp,ArrowLeft,True,True,26.0,,15,True
821,21,180,10,value training,False,./assets/img/canyon/memory/27.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,,True,4,689.5,374.80000000004657,ArrowUp,ArrowLeft,True,True,26.0,,15,True
822,22,182,10,value training,False,./assets/img/canyon/memory/24.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,,True,4,780.6999999999534,348.30000000004657,ArrowUp,ArrowLeft,True,True,26.0,,15,True
823,23,184,10,value training,False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,,True,4,790.0999999998603,303.0,ArrowUp,ArrowLeft,True,True,26.0,,15,True
824,24,186,10,value training,False,./assets/img/canyon/memory/30.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,,True,4,714.5,484.80000000004657,ArrowUp,ArrowLeft,True,True,26.0,,20,True
825,25,188,10,value training,False,./assets/img/canyon/memory/34.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,,True,4,619.9000000001397,396.69999999995343,ArrowUp,ArrowLeft,True,True,26.0,,20,True
826,26,190,10,value training,False,./assets/img/canyon/memory/8.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,,True,4,680.6999999999534,415.9000000001397,ArrowUp,ArrowLeft,True,True,26.0,,20,True
827,27,192,10,value training,False,./assets/img/canyon/memory/19.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,,True,4,581.0,516.3999999999069,ArrowUp,ArrowLeft,True,True,26.0,,20,True
828,28,194,10,value training,False,./assets/img/canyon/memory/32.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,,True,4,552.6000000000931,312.69999999995343,ArrowUp,ArrowLeft,True,True,26.0,,20,True
831,31,200,10,value training,False,./assets/img/canyon/memory/22.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,,True,4,595.8000000000466,378.0,ArrowUp,ArrowLeft,True,True,26.0,,25,True
832,32,202,10,value training,False,./assets/img/canyon/memory/19.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,,True,4,545.3000000000466,323.0,ArrowUp,ArrowLeft,True,True,26.0,,25,True
833,33,204,10,value training,False,./assets/img/canyon/memory/32.jpg,canyon,10.0,False,False,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,,True,4,615.8000000000466,349.80000000004657,ArrowUp,ArrowRight,True,False,26.0,,25,False
834,34,206,10,value training,False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,,True,4,532.5999999998603,333.69999999995343,ArrowUp,ArrowLeft,True,True,26.0,,25,True
835,35,208,10,value training,False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,,True,4,792.1999999999534,710.0,ArrowUp,ArrowLeft,True,True,26.0,,25,True
836,36,210,10,value training,False,./assets/img/canyon/memory/34.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,,True,4,574.1000000000931,528.8999999999069,ArrowUp,ArrowLeft,True,True,26.0,,30,True
837,37,212,10,value training,False,./assets/img/canyon/memory/29.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,,True,4,541.5,313.5,ArrowUp,ArrowLeft,True,True,26.0,,30,True
838,38,214,10,value training,False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,,True,4,498.29999999981374,334.69999999995343,ArrowUp,ArrowLeft,True,True,26.0,,30,True
840,40,218,10,value training,False,./assets/img/canyon/memory/10.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,,True,4,563.8000000000466,360.19999999995343,ArrowUp,ArrowLeft,True,True,26.0,,30,True
841,41,220,10,value training,False,./assets/img/canyon/memory/21.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,,True,4,652.6999999999534,305.5999999998603,ArrowUp,ArrowLeft,True,True,26.0,,30,True
842,42,222,10,value training,False,./assets/img/canyon/memory/22.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,,True,4,504.0,325.4000000001397,ArrowUp,ArrowLeft,True,True,26.0,,35,True
843,43,224,10,value training,False,./assets/img/canyon/memory/7.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,,True,4,483.80000000004657,267.89999999990687,ArrowUp,ArrowLeft,True,True,26.0,,35,True
844,44,226,10,value training,False,./assets/img/canyon/memory/40.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",38,,,True,4,580.3999999999069,295.5999999998603,ArrowUp,ArrowLeft,True,True,26.0,,35,True
845,45,228,10,value training,False,./assets/img/canyon/memory/27.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",39,,,True,4,559.6999999999534,472.80000000004657,ArrowUp,ArrowLeft,True,True,26.0,,35,True
847,47,232,10,value training,False,./assets/img/canyon/memory/8.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",40,,,True,4,652.6999999999534,276.0999999998603,ArrowUp,ArrowLeft,True,True,26.0,,35,True
848,48,234,10,value training,False,./assets/img/canyon/memory/28.jpg,canyon,26.0,False,True,revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",41,,,True,4,574.8999999999069,333.10000000009313,ArrowUp,ArrowLeft,True,True,26.0,,40,True
