"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"revaluation","15","112389","0.0-4.0-2.0-0.1","spark_pilot_2","7289","4","10","Female","","false","","","","","","[1402]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","16","112889","0.0-4.0-2.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","116893","0.0-4.0-2.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[482]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","18","117394","0.0-4.0-2.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","19","126262","0.0-4.0-3.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","4182.999999999985","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","20","130266","0.0-4.0-4.0-0.0","spark_pilot_2","7289","4","10","Female","","false","","","","","","[594]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","21","130768","0.0-4.0-4.0-1.0","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","22","134772","0.0-4.0-4.0-0.1","spark_pilot_2","7289","4","10","Female","","true","","","","","","[]","./assets/img/space/4.jpg","[]","first stage practice","space","-5","null","null","","false","","","","","","","",""
"html-keyboard-response","23","135273","0.0-4.0-4.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","24","139276","0.0-4.0-4.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[583]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","25","139777","0.0-4.0-4.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","26","153621","0.0-4.0-5.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","4016","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","163500","0.0-4.0-5.0-0.1","spark_pilot_2","7289","4","10","Female","","","","","","","","771","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","175260","0.0-4.0-5.0-0.2","spark_pilot_2","7289","4","10","Female","","","","","","","","595.9999999999709","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","182316","0.0-4.0-5.0-0.3","spark_pilot_2","7289","4","10","Female","","","","","","","","709","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","30","186321","0.0-4.0-6.0-0.0","spark_pilot_2","7289","4","10","Female","","false","","","","","","[729]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","31","186822","0.0-4.0-6.0-1.0","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","32","190826","0.0-4.0-6.0-0.1","spark_pilot_2","7289","4","10","Female","","false","","","","","","[1022]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","33","191327","0.0-4.0-6.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","34","195331","0.0-4.0-6.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[327]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","35","195833","0.0-4.0-6.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","36","199837","0.0-4.0-6.0-0.3","spark_pilot_2","7289","4","10","Female","","false","","","","","","[516]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","37","200338","0.0-4.0-6.0-1.3","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","38","219636","0.0-4.0-7.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","2503","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","39","228354","0.0-4.0-7.0-0.1","spark_pilot_2","7289","4","10","Female","","","","","","","","480","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","40","234359","0.0-4.0-8.0-0.0","spark_pilot_2","7289","4","10","Female","","false","","","","","","[440,494]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowLeft""]","full practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","41","234860","0.0-4.0-8.0-1.0","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","42","240865","0.0-4.0-8.0-0.1","spark_pilot_2","7289","4","10","Female","","false","","","","","","[1178,542]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","43","241367","0.0-4.0-8.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","44","247371","0.0-4.0-8.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[491,395]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","45","247873","0.0-4.0-8.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","46","253878","0.0-4.0-8.0-0.3","spark_pilot_2","7289","4","10","Female","","false","","","","","","[616.0000000000291,444]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","47","254379","0.0-4.0-8.0-1.3","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","48","260383","0.0-4.0-8.0-0.4","spark_pilot_2","7289","4","10","Female","","false","","","","","","[409.0000000000582,374.0000000000291]","./assets/img/space/10.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","49","260885","0.0-4.0-8.0-1.4","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","50","273921","0.0-4.0-9.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","1024","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","51","281864","0.0-4.0-9.0-0.1","spark_pilot_2","7289","4","10","Female","","","","","","","","793","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","52","285867","0.0-4.0-10.0-0.0","spark_pilot_2","7289","4","10","Female","","false","","","","","","[928]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","53","286368","0.0-4.0-10.0-1.0","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","54","290374","0.0-4.0-10.0-0.1","spark_pilot_2","7289","4","10","Female","","false","","","","","","[805]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","55","290876","0.0-4.0-10.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","56","294880","0.0-4.0-10.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[422]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","57","295381","0.0-4.0-10.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","58","311328","0.0-4.0-11.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","2380","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","59","318279","0.0-4.0-11.0-0.1","spark_pilot_2","7289","4","10","Female","","","","","","","","1292","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","60","333282","0.0-4.0-12.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","[137]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","61","340999","0.0-4.0-13.0-0.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","2493","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","62","346102","0.0-4.0-13.0-0.0-0.1","spark_pilot_2","7289","4","10","Female","","","","","","","","1927","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","63","363262","0.0-4.0-13.0-1.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","2413","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","64","369266","0.0-4.0-13.0-2.0-0.0","spark_pilot_2","7289","4","10","Female","","false","","","","","","[994.0000000000582,1063]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","65","369767","0.0-4.0-13.0-2.0-1.0","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","66","375771","0.0-4.0-13.0-2.0-0.1","spark_pilot_2","7289","4","10","Female","","false","","","","","","[877.9999999999418,452]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","67","376273","0.0-4.0-13.0-2.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","68","382277","0.0-4.0-13.0-2.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[837,486]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","69","382779","0.0-4.0-13.0-2.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","70","388783","0.0-4.0-13.0-2.0-0.3","spark_pilot_2","7289","4","10","Female","","false","","","","","","[750.9999999999418,535.0000000000582]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","71","389284","0.0-4.0-13.0-2.0-1.3","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","72","395288","0.0-4.0-13.0-2.0-0.4","spark_pilot_2","7289","4","10","Female","","false","","","","","","[695,346]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","73","395790","0.0-4.0-13.0-2.0-1.4","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","74","401794","0.0-4.0-13.0-2.0-0.5","spark_pilot_2","7289","4","10","Female","","false","","","","","","[610,348]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","75","402296","0.0-4.0-13.0-2.0-1.5","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","76","408301","0.0-4.0-13.0-2.0-0.6","spark_pilot_2","7289","4","10","Female","","false","","","","","","[433,457.0000000000582]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","77","408802","0.0-4.0-13.0-2.0-1.6","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","78","414806","0.0-4.0-13.0-2.0-0.7","spark_pilot_2","7289","4","10","Female","","false","","","","","","[618,387.9999999999418]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","79","415307","0.0-4.0-13.0-2.0-1.7","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","80","419311","0.0-4.0-13.0-2.0-0.8","spark_pilot_2","7289","4","10","Female","","false","","","","","","[741]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","81","419813","0.0-4.0-13.0-2.0-1.8","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","82","436339","0.0-4.0-13.0-3.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","3630","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"revaluation","83","440342","0.0-4.0-13.0-4.0-0.0","spark_pilot_2","7289","4","10","Female","","false","","","","","","[1534.0000000000582]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","84","440844","0.0-4.0-13.0-4.0-1.0","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","85","444846","0.0-4.0-13.0-4.0-0.1","spark_pilot_2","7289","4","10","Female","","false","","","","","","[660]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","86","445348","0.0-4.0-13.0-4.0-1.1","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","87","449351","0.0-4.0-13.0-4.0-0.2","spark_pilot_2","7289","4","10","Female","","false","","","","","","[476]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","88","449852","0.0-4.0-13.0-4.0-1.2","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","89","453856","0.0-4.0-13.0-4.0-0.3","spark_pilot_2","7289","4","10","Female","","false","","","","","","[472]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","90","454358","0.0-4.0-13.0-4.0-1.3","spark_pilot_2","7289","4","10","Female","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","91","465946","0.0-4.0-13.0-5.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","2666","<p> Time to play the dot game! </p>
            <p> For 15 seconds, click the red dots on the following screen as they appear. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","92","480948","0.0-4.0-13.0-6.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","[67,79]","","","rest practice","","20","","","","","0","15000","","","","","",""
"learning-instructions","93","488650","0.0-4.0-13.0-7.0-0.0","spark_pilot_2","7289","4","10","Female","","","","","","","","1593","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","94","503657","0.0-4.0-13.0-7.0-0.1","spark_pilot_2","7289","4","10","Female","","","","","","","","1020","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
