"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","browser_interaction","low_quality","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"sailing-trial","51","559153","0.0-11.0-14.0","","","","","","false","","","","","","","","697.2999999999302","","6.699999999953434","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","52","561979","0.0-11.0-15.0","","","","","","false","","","","","","","","null","","689.4000000000233","","1","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","53","565703","0.0-11.0-16.0","","","","","","false","","","","","","","","790.4000000000233","","188.70000000006985","","3","0","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","54","568110","0.0-11.0-17.0","","","","","","false","","","","","","","","null","","788.1000000000931","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","55","571866","0.0-11.0-18.0","","","","","","false","","","","","","","","1028.5","","396.89999999990687","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","56","573888","0.0-11.0-19.0","","","","","","false","","","","","","","","null","","764.1999999999534","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","57","578156","0.0-11.0-20.0","","","","","","false","","","","","","","","577","","441.19999999995343","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","58","580221","0.0-11.0-21.0","","","","","","false","","","","","","","","null","","775.8000000000466","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","59","584398","0.0-11.0-22.0","","","","","","false","","","","","","","","713.8000000000466","","342.5999999999767","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","60","586785","0.0-11.0-23.0","","","","","","false","","","","","","","","null","","815.5","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","61","591203","0.0-11.0-24.0","","","","","","false","","","","","","","","617.4000000000233","","454.10000000009313","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","62","594015","0.0-11.0-25.0","","","","","","false","","","","","","","","null","","895","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","63","597602","0.0-11.0-26.0","","","","","","false","","","","","","","","841.6999999999534","","57.300000000046566","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","64","600642","0.0-11.0-27.0","","","","","","false","","","","","","","","null","","1173.2999999999302","","1","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","65","604331","0.0-11.0-28.0","","","","","","false","","","","","","","","546.5","","368","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","66","607153","0.0-11.0-29.0","","","","","","false","","","","","","","","null","","865","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","67","611402","0.0-11.0-30.0","","","","","","false","","","","","","","","605.4000000000233","","206.09999999997672","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","68","614591","0.0-11.0-31.0","","","","","","false","","","","","","","","null","","980.2000000000698","","1","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","69","618914","0.0-11.0-32.0","","","","","","false","","","","","","","","861.3999999999069","","35.90000000002328","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","70","621358","0.0-11.0-33.0","","","","","","false","","","","","","","","null","","791.5999999999767","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","71","625163","0.0-11.0-34.0","","","","","","false","","","","","","","","563.9000000000233","","401.4000000000233","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","72","627690","0.0-11.0-35.0","","","","","","false","","","","","","","","null","","848.5999999999767","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","73","631917","0.0-11.0-36.0","","","","","","false","","","","","","","","978.7000000000698","","380.69999999995343","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","74","634537","0.0-11.0-37.0","","","","","","false","","","","","","","","null","","896.7000000000698","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","75","638293","0.0-11.0-38.0","","","","","","false","","","","","","","","675.7999999999302","","372","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","76","640208","0.0-11.0-39.0","","","","","","false","","","","","","","","null","","696.0999999999767","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","77","644097","0.0-11.0-40.0","","","","","","false","","","","","","","","574.9000000000233","","352","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","78","646965","0.0-11.0-41.0","","","","","","false","","","","","","","","null","","853.4000000000233","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","79","650908","0.0-11.0-42.0","","","","","","false","","","","","","","","788","","32.699999999953434","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","80","653023","0.0-11.0-43.0","","","","","","false","","","","","","","","null","","869.4000000000233","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","81","656321","0.0-11.0-44.0","","","","","","false","","","","","","","","672.1999999999534","","20","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","82","658338","0.0-11.0-45.0","","","","","","false","","","","","","","","null","","721.0999999999767","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","83","661691","0.0-11.0-46.0","","","","","","false","","","","","","","","569.1999999999534","","20.5","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","84","664704","0.0-11.0-47.0","","","","","","false","","","","","","","","null","","837.8000000000466","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","85","668029","0.0-11.0-48.0","","","","","","false","","","","","","","","635.0999999999767","","27.70000000006985","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","86","670247","0.0-11.0-49.0","","","","","","false","","","","","","","","null","","933.6000000000931","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","87","673824","0.0-11.0-50.0","","","","","","false","","","","","","","","701.8000000000466","","19","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","88","676710","0.0-11.0-51.0","","","","","","false","","","","","","","","null","","1050.4000000000233","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","89","680579","0.0-11.0-52.0","","","","","","false","","","","","","","","703","","47.5","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","90","683148","0.0-11.0-53.0","","","","","","false","","","","","","","","null","","627.3000000000466","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","91","687505","0.0-11.0-54.0","","","","","","false","","","","","","","","656.0999999999767","","868.8000000000466","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","92","689707","0.0-11.0-55.0","","","","","","false","","","","","","","","null","","912","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","93","694230","0.0-11.0-56.0","","","","","","false","","","","","","","","926.9000000000233","","10.5","","2","1","arrowright","1","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","94","697423","0.0-11.0-57.0","","","","","","false","","","","","","","","null","","988.2000000000698","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","95","701036","0.0-11.0-58.0","","","","","","false","","","","","","","","535.5999999999767","","220.69999999995343","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","96","703029","0.0-11.0-59.0","","","","","","false","","","","","","","","null","","735.7999999999302","","2","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","97","706584","0.0-11.0-60.0","","","","","","false","","","","","","","","733.5","","488.70000000006985","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","98","708707","0.0-11.0-61.0","","","","","","false","","","","","","","","null","","784.4000000000233","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","99","712574","0.0-11.0-62.0","","","","","","false","","","","","","","","665.4000000000233","","8.800000000046566","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","100","714550","0.0-11.0-63.0","","","","","","false","","","","","","","","null","","636","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","101","718055","0.0-11.0-64.0","","","","","","false","","","","","","","","675.8000000000466","","298.5999999999767","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","102","720812","0.0-11.0-65.0","","","","","","false","","","","","","","","null","","801.0999999999767","","3","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","103","724248","0.0-11.0-66.0","","","","","","false","","","","","","","","456","","662.3000000000466","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","104","726483","0.0-11.0-67.0","","","","","","false","","","","","","","","null","","946.5","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","105","730307","0.0-11.0-68.0","","","","","","false","","","","","","","","549.1999999999534","","532.5","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","106","732519","0.0-11.0-69.0","","","","","","false","","","","","","","","null","","752.3999999999069","","0","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","107","736902","0.0-11.0-70.0","","","","","","false","","","","","","","","595.3000000000466","","290","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","108","738988","0.0-11.0-71.0","","","","","","false","","","","","","","","null","","662.3000000000466","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","109","743214","0.0-11.0-72.0","","","","","","false","","","","","","","","1468.8000000000466","","107.69999999995343","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","110","745808","0.0-11.0-73.0","","","","","","false","","","","","","","","null","","696.8000000000466","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","111","750247","0.0-11.0-74.0","","","","","","false","","","","","","","","585.1000000000931","","93.30000000004657","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","112","753349","0.0-11.0-75.0","","","","","","false","","","","","","","","null","","1831.5999999998603","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","113","757154","0.0-11.0-76.0","","","","","","false","","","","","","","","1029.1000000000931","","388.10000000009313","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","114","760220","0.0-11.0-77.0","","","","","","false","","","","","","","","null","","1073.3000000000466","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","115","764700","0.0-11.0-78.0","","","","","","false","","","","","","","","1280.1000000000931","","1.1000000000931323","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","116","768471","0.0-11.0-79.0","","","","","","false","","","","","","","","null","","1044.5","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","117","772946","0.0-11.0-80.0","","","","","","false","","","","","","","","1192.3000000000466","","70.5","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","118","775024","0.0-11.0-81.0","","","","","","false","","","","","","","","null","","694.8999999999069","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","119","779062","0.0-11.0-82.0","","","","","","false","","","","","","","","690.5","","202.0999999998603","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","120","781735","0.0-11.0-83.0","","","","","","false","","","","","","","","null","","879.2000000001863","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","121","785005","0.0-11.0-84.0","","","","","","false","","","","","","","","756.7000000001863","","15.699999999953434","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","122","788210","0.0-11.0-85.0","","","","","","false","","","","","","","","null","","696.3999999999069","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","123","791109","0.0-11.0-86.0","","","","","","false","","","","","","","","524","","31.800000000046566","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","124","795006","0.0-11.0-87.0","","","","","","false","","","","","","","","null","","1588.1999999999534","","2","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","125","799401","0.0-11.0-88.0","","","","","","false","","","","","","","","517.3999999999069","","774.1000000000931","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","126","802621","0.0-11.0-89.0","","","","","","false","","","","","","","","null","","1186.6999999999534","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","127","806876","0.0-11.0-90.0","","","","","","false","","","","","","","","780.3000000000466","","416.89999999990687","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","128","809567","0.0-11.0-91.0","","","","","","false","","","","","","","","null","","796.8000000000466","","1","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","129","813492","0.0-11.0-92.0","","","","","","false","","","","","","","","804.0999999998603","","301.5999999998603","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","130","815494","0.0-11.0-93.0","","","","","","false","","","","","","","","null","","752.1999999999534","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","131","819372","0.0-11.0-94.0","","","","","","false","","","","","","","","716","","309.80000000004657","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","132","821460","0.0-11.0-95.0","","","","","","false","","","","","","","","null","","713.8000000000466","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","133","825076","0.0-11.0-96.0","","","","","","false","","","","","","","","623.8000000000466","","115","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","134","827854","0.0-11.0-97.0","","","","","","false","","","","","","","","null","","763.7000000001863","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","135","832199","0.0-11.0-98.0","","","","","","false","","","","","","","","831.1999999999534","","80.80000000004657","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","136","834265","0.0-11.0-99.0","","","","","","false","","","","","","","","null","","763.3000000000466","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","137","838104","0.0-11.0-100.0","","","","","","false","","","","","","","","720.7999999998137","","40.5","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","138","840332","0.0-11.0-101.0","","","","","","false","","","","","","","","null","","907.3000000000466","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","139","843604","0.0-11.0-102.0","","","","","","false","","","","","","","","589.6999999999534","","317.4000000001397","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","140","845717","0.0-11.0-103.0","","","","","","false","","","","","","","","null","","846.6000000000931","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","141","849428","0.0-11.0-104.0","","","","","","false","","","","","","","","632","","406.80000000004657","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","142","852311","0.0-11.0-105.0","","","","","","false","","","","","","","","null","","871.8000000000466","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","143","856074","0.0-11.0-106.0","","","","","","false","","","","","","","","556.5999999998603","","371","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","144","858256","0.0-11.0-107.0","","","","","","false","","","","","","","","null","","917.9000000001397","","1","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","","",""
"sailing-trial","145","862476","0.0-11.0-108.0","","","","","","false","","","","","","","","620.8000000000466","","420.19999999995343","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","146","865060","0.0-11.0-109.0","","","","","","false","","","","","","","","null","","683","","2","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","147","869504","0.0-11.0-110.0","","","","","","false","","","","","","","","1091.3000000000466","","514.5","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","148","871743","0.0-11.0-111.0","","","","","","false","","","","","","","","null","","1026.4000000001397","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","149","875316","0.0-11.0-112.0","","","","","","false","","","","","","","","578","","27","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","150","878026","0.0-11.0-113.0","","","","","","false","","","","","","","","null","","885.5","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","151","881871","0.0-11.0-114.0","","","","","","false","","","","","","","","645","","373","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","152","885175","0.0-11.0-115.0","","","","","","false","","","","","","","","null","","1557.6000000000931","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","153","889017","0.0-11.0-116.0","","","","","","false","","","","","","","","644.1000000000931","","304.19999999995343","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","154","892455","0.0-11.0-117.0","","","","","","false","","","","","","","","null","","1186.3000000000466","","2","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","","",""
"sailing-trial","155","896634","0.0-11.0-118.0","","","","","","false","","","","","","","","681.8000000000466","","125","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","","",""
