,index,subject_id,task_part,rt,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,subject_condition,rest,response0,response1,is_optimal_first,is_optimal_second,categorical_age,trial
547,220,8388,revaluation,[603.8999999985099],False,./assets/img/canyon/animals/lion.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",1,,8.91,8,norest,ArrowRight,,,,Children,1
548,222,8388,revaluation,[975.8999999985099],False,./assets/img/canyon/animals/giraffe.jpg,canyon,2.0,,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",2,,8.91,8,norest,ArrowLeft,,,,Children,0
549,224,8388,revaluation,[919.3000000044703],False,./assets/img/canyon/animals/giraffe.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",3,,8.91,8,norest,ArrowRight,,,,Children,1
550,226,8388,revaluation,[874],False,./assets/img/canyon/animals/giraffe.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",4,,8.91,8,norest,ArrowRight,,,,Children,2
551,228,8388,revaluation,[894.2999999970198],False,./assets/img/canyon/animals/lion.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",5,,8.91,8,norest,ArrowRight,,,,Children,2
552,230,8388,revaluation,[661.5],False,./assets/img/canyon/animals/lion.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",6,,8.91,8,norest,ArrowRight,,,,Children,3
553,232,8388,revaluation,[702.5],False,./assets/img/canyon/animals/giraffe.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",7,,8.91,8,norest,ArrowRight,,,,Children,3
554,234,8388,revaluation,[596.2000000029802],False,./assets/img/canyon/animals/giraffe.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",8,,8.91,8,norest,ArrowRight,,,,Children,4
555,236,8388,revaluation,[1275],False,./assets/img/canyon/animals/lion.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",9,,8.91,8,norest,ArrowRight,,,,Children,4
556,238,8388,revaluation,[870.6999999955297],False,./assets/img/canyon/animals/giraffe.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",10,,8.91,8,norest,ArrowRight,,,,Children,5
557,240,8388,revaluation,[422.30000000447035],False,./assets/img/canyon/animals/giraffe.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",11,,8.91,8,norest,ArrowRight,,,,Children,6
558,242,8388,revaluation,[375.59999999403954],False,./assets/img/canyon/animals/lion.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",12,,8.91,8,norest,ArrowRight,,,,Children,5
