"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"learning-instructions","10","115836","0.0-3.0-1.0-0.6","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","8091.800000011921","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","123663","0.0-3.0-1.0-0.7","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","818.9000000059605","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","12","127685","0.0-3.0-2.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[955.5999999940395]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","13","128197","0.0-3.0-2.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","14","132221","0.0-3.0-2.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[783.5999999940395]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","15","132739","0.0-3.0-2.0-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","16","136759","0.0-3.0-2.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[410.19999998807907]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","17","137273","0.0-3.0-2.0-1.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","18","146799","0.0-3.0-3.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","4844.5999999940395","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","19","150816","0.0-3.0-4.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[848.0999999940395]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","20","151328","0.0-3.0-4.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","21","155349","0.0-3.0-4.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[402.7999999821186]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","22","155853","0.0-3.0-4.0-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","23","159876","0.0-3.0-4.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[316.69999998807907]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","24","160390","0.0-3.0-4.0-1.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","25","181211","0.0-3.0-5.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","10987.59999999404","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","201531","0.0-3.0-5.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","11216.59999999404","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","230356","0.0-3.0-5.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","17671.59999999404","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","237427","0.0-3.0-5.0-0.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","722.5999999940395","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","29","241449","0.0-3.0-6.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[1535.2000000178814]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","30","241961","0.0-3.0-6.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","31","245990","0.0-3.0-6.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[358.40000000596046]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","32","246503","0.0-3.0-6.0-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","33","250529","0.0-3.0-6.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[660.4000000059605]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","34","251029","0.0-3.0-6.0-1.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","35","255053","0.0-3.0-6.0-0.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[399.2999999821186]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","36","255569","0.0-3.0-6.0-1.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","37","350405","0.0-3.0-7.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","78051.69999998808","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","361906","0.0-3.0-7.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","3262.7000000178814","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","39","367932","0.0-3.0-8.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[1597.300000011921,707.4000000059605]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","40","368433","0.0-3.0-8.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","41","374466","0.0-3.0-8.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[491.90000000596046,663.7000000178814]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","42","374981","0.0-3.0-8.0-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","43","381018","0.0-3.0-8.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[383.40000000596046,548.5999999940395]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","44","381531","0.0-3.0-8.0-1.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","45","387569","0.0-3.0-8.0-0.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[545,1202.7000000178814]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","46","388084","0.0-3.0-8.0-1.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","47","394088","0.0-3.0-8.0-0.4","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[715.9000000059605,540.7000000178814]","./assets/img/space/10.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","48","394589","0.0-3.0-8.0-1.4","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","49","461430","0.0-3.0-9.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","56545.5","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","50","469787","0.0-3.0-9.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","1193.2000000178814","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","51","473800","0.0-3.0-10.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[1459.9000000059605]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","52","474313","0.0-3.0-10.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","53","478329","0.0-3.0-10.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[632.7999999821186]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","54","478844","0.0-3.0-10.0-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","55","482865","0.0-3.0-10.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[437.2000000178814]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","56","483377","0.0-3.0-10.0-1.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","57","534375","0.0-3.0-11.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","45490.89999997616","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","58","607715","0.0-3.0-11.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","51731.59999999404","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","59","631726","0.0-3.0-11.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","1721.800000011921","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","",""
"audio-button-response","60","639735","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","",""
"html-slider-response","61","641943","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","2208","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","",""
"comp-q","62","647149","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","1004","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","",""
"audio-button-response","63","655163","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","",""
"html-slider-response","64","657354","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","2190","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","",""
"comp-q","65","662167","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","633.0999999940395","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","",""
"learning-instructions","66","680680","0.0-3.0-13.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","8216.600000023842","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","67","690889","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","4975.300000011921","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","68","694784","0.0-3.0-15.0-0.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","720.5999999940395","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","69","710316","0.0-3.0-15.0-1.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","792.5","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","70","716347","0.0-3.0-15.0-2.0-0.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[1518.199999988079,614.4000000059605]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","71","716848","0.0-3.0-15.0-2.0-1.0","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","72","722883","0.0-3.0-15.0-2.0-0.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[649,424.90000000596046]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","73","723396","0.0-3.0-15.0-2.0-1.1","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","74","729423","0.0-3.0-15.0-2.0-0.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[563.4000000059605,475.09999999403954]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","75","729936","0.0-3.0-15.0-2.0-1.2","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","76","735966","0.0-3.0-15.0-2.0-0.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[549.7999999821186,456.90000000596046]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","77","736482","0.0-3.0-15.0-2.0-1.3","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","78","742496","0.0-3.0-15.0-2.0-0.4","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[657.0999999940395,488]","./assets/img/space/11.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","79","742997","0.0-3.0-15.0-2.0-1.4","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","80","749000","0.0-3.0-15.0-2.0-0.5","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[564.4000000059605,594.6999999880791]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","81","749502","0.0-3.0-15.0-2.0-1.5","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","82","755505","0.0-3.0-15.0-2.0-0.6","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[489.2000000178814,499.59999999403954]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","83","756006","0.0-3.0-15.0-2.0-1.6","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","84","762011","0.0-3.0-15.0-2.0-0.7","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[568,612.5]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","85","762512","0.0-3.0-15.0-2.0-1.7","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","86","766515","0.0-3.0-15.0-2.0-0.8","pilot_wm_v1","58d834cec207720001e2e750","8","null","null","false","","false","","","","","[541.0999999940395]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
