"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","33","203521","0.0-3.0-6.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[1275.300000011921]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","34","204034","0.0-3.0-6.0-1.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","35","208059","0.0-3.0-6.0-0.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[1149.5999999642372]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","36","208560","0.0-3.0-6.0-1.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","37","212570","0.0-3.0-6.0-0.3","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[800.8000000119209]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","38","213085","0.0-3.0-6.0-1.3","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","39","231286","0.0-3.0-7.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1411.7000000476837","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","40","241234","0.0-3.0-7.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1700.3999999761581","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","41","247261","0.0-3.0-8.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[670.1999999880791,725.3999999761581]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","42","247771","0.0-3.0-8.0-1.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","43","253789","0.0-3.0-8.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[685.1999999880791,722.1999999880791]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","44","254301","0.0-3.0-8.0-1.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","45","260321","0.0-3.0-8.0-0.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[822.8000000119209,494.30000001192093]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","46","260832","0.0-3.0-8.0-1.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","47","266848","0.0-3.0-8.0-0.3","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[616.5,421.5]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","48","267358","0.0-3.0-8.0-1.3","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","49","273367","0.0-3.0-8.0-0.4","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[322.4000000357628,559.8000000119209]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","50","273876","0.0-3.0-8.0-1.4","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","51","285919","0.0-3.0-9.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1755.5","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","52","294751","0.0-3.0-9.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1677.5999999642372","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","53","298782","0.0-3.0-10.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[825.3999999761581]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","54","299291","0.0-3.0-10.0-1.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","55","303312","0.0-3.0-10.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[501.60000002384186]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","56","303826","0.0-3.0-10.0-1.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","57","307845","0.0-3.0-10.0-0.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[592.3999999761581]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","58","308358","0.0-3.0-10.0-1.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","59","316695","0.0-3.0-11.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","[{""event"":""fullscreenenter"",""trial"":2,""time"":23013},{""event"":""blur"",""trial"":18,""time"":129391},{""event"":""focus"",""trial"":20,""time"":134228},{""event"":""blur"",""trial"":60,""time"":330611},{""event"":""focus"",""trial"":60,""time"":335263},{""event"":""blur"",""trial"":65,""time"":392209},{""event"":""focus"",""trial"":66,""time"":394691},{""event"":""blur"",""trial"":67,""time"":403792},{""event"":""focus"",""trial"":67,""time"":404320}]","2141","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","60","342343","0.0-3.0-11.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","4048.899999976158","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","61","367086","0.0-3.0-11.0-0.2","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","2462.5","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"audio-button-response","62","375104","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","63","379358","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","4253","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","","","",""
"comp-q","64","385534","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","[{""event"":""fullscreenenter"",""trial"":2,""time"":23013},{""event"":""blur"",""trial"":18,""time"":129391},{""event"":""focus"",""trial"":20,""time"":134228},{""event"":""blur"",""trial"":60,""time"":330611},{""event"":""focus"",""trial"":60,""time"":335263},{""event"":""blur"",""trial"":65,""time"":392209},{""event"":""focus"",""trial"":66,""time"":394691},{""event"":""blur"",""trial"":67,""time"":403792},{""event"":""focus"",""trial"":67,""time"":404320}]","1399.5","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"audio-button-response","65","393563","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","[{""event"":""fullscreenenter"",""trial"":2,""time"":23013},{""event"":""blur"",""trial"":18,""time"":129391},{""event"":""focus"",""trial"":20,""time"":134228},{""event"":""blur"",""trial"":60,""time"":330611},{""event"":""focus"",""trial"":60,""time"":335263},{""event"":""blur"",""trial"":65,""time"":392209},{""event"":""focus"",""trial"":66,""time"":394691},{""event"":""blur"",""trial"":67,""time"":403792},{""event"":""focus"",""trial"":67,""time"":404320}]","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","66","397390","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","[{""event"":""fullscreenenter"",""trial"":2,""time"":23013},{""event"":""blur"",""trial"":18,""time"":129391},{""event"":""focus"",""trial"":20,""time"":134228},{""event"":""blur"",""trial"":60,""time"":330611},{""event"":""focus"",""trial"":60,""time"":335263},{""event"":""blur"",""trial"":65,""time"":392209},{""event"":""focus"",""trial"":66,""time"":394691},{""event"":""blur"",""trial"":67,""time"":403792},{""event"":""focus"",""trial"":67,""time"":404320}]","3827","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","","","",""
"comp-q","67","405783","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","3649.300000011921","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"learning-instructions","68","417670","0.0-3.0-13.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1577.3999999761581","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","69","433694","0.0-3.0-14.0-0.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","2411.199999988079","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","70","440398","0.0-3.0-14.0-0.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1045.199999988079","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","71","455403","0.0-3.0-14.0-1.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","[89,63]","","","rest practice","","20","","","","","","","","","0","15000","","","",""
"learning-instructions","72","462719","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","2084.900000035763","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","73","467567","0.0-3.0-15.0-0.0-0.1","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1663.3999999761581","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","74","483495","0.0-3.0-15.0-1.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","1181.4000000357628","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","75","489517","0.0-3.0-15.0-2.0-0.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","false","","","","","[1376.699999988079,602.3000000119209]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","76","490026","0.0-3.0-15.0-2.0-1.0","pilot_wm_v1","59a07638bfd73c00010ea394","1","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
