"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","252","1174848","0.0-5.0-4.0-0.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[831.0000000002328]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","12_2","","","","","","5","revaluation","1",""
"html-keyboard-response","253","1175350","0.0-5.0-4.0-1.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","254","1179355","0.0-5.0-4.0-0.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1364]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","2_1","","","","","","6","revaluation","1",""
"html-keyboard-response","255","1179857","0.0-5.0-4.0-1.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","256","1183862","0.0-5.0-4.0-0.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[871]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","2","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp,ArrowLeft","","1_4","","","","","","7","revaluation","1",""
"html-keyboard-response","257","1184363","0.0-5.0-4.0-1.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","258","1187642","0.0-5.0-4.0-2.7-0.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","3278","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","9","3","","","","","",""
"revaluation","259","1191648","0.0-5.0-4.0-0.8","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1662]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","9_2","","","","","","8","revaluation","1",""
"html-keyboard-response","260","1192149","0.0-5.0-4.0-1.8","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","261","1196154","0.0-5.0-4.0-0.9","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[917]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","10_3","","","","","","9","revaluation","1",""
"html-keyboard-response","262","1196656","0.0-5.0-4.0-1.9","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","263","1200661","0.0-5.0-4.0-0.10","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[792]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","14_4","","","","","","10","revaluation","1",""
"html-keyboard-response","264","1201165","0.0-5.0-4.0-1.10","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","265","1205171","0.0-5.0-4.0-0.11","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1304]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","11_4","","","","","","11","revaluation","1",""
"html-keyboard-response","266","1205673","0.0-5.0-4.0-1.11","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","267","1208284","0.0-5.0-4.0-2.11-0.11","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","2608","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","11","beep chest","","","","false","","","","50","13","2","","","","","",""
"revaluation","268","1212288","0.0-5.0-4.0-0.12","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[812]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","15_0","","","","","","12","revaluation","1",""
"html-keyboard-response","269","1212790","0.0-5.0-4.0-1.12","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","270","1216795","0.0-5.0-4.0-0.13","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[501]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","6_3","","","","","","13","revaluation","1",""
"html-keyboard-response","271","1217297","0.0-5.0-4.0-1.13","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","272","1221301","0.0-5.0-4.0-0.14","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[583]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","2","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp,ArrowLeft","","7_4","","","","","","14","revaluation","1",""
"html-keyboard-response","273","1221803","0.0-5.0-4.0-1.14","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","274","1225808","0.0-5.0-4.0-0.15","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[903]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","5_4","","","","","","15","revaluation","1",""
"html-keyboard-response","275","1226310","0.0-5.0-4.0-1.15","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","276","1231129","0.0-5.0-4.0-2.15-0.15","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","4818","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","8","beep chest","","","","false","","","","50","11","3","","","","","",""
"revaluation","277","1235135","0.0-5.0-4.0-0.16","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1290]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","16_0","","","","","","16","revaluation","1",""
"html-keyboard-response","278","1235636","0.0-5.0-4.0-1.16","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","279","1239641","0.0-5.0-4.0-0.17","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[779]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","18_0","","","","","","17","revaluation","1",""
"html-keyboard-response","280","1240143","0.0-5.0-4.0-1.17","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","281","1253357","0.0-5.0-5.0-0.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1019","<p> Time to play the dot game! </p>
            <p> For one minute, click the red dots on the following screen as they appear. </p>
            <p><b> Don't look away, as you will earn bonus for clicking dots</b>. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","282","1313358","0.0-5.0-5.0-1.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","[78,64,68,69,75,53,59]","","","rest","","70","","","","","","","","","0","60000","","","",""
"learning-instructions","283","1321460","0.0-5.0-6.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","284","1337433","0.0-5.0-6.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","285","1338434","0.0-5.0-7.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","286","1339436","0.0-5.0-7.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","287","1340439","0.0-5.0-7.0-2.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","288","1341441","0.0-5.0-7.0-3.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","289","1341980","0.0-5.0-8.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[537]","./assets/img/ocean/test/2.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp","false","","","","","","","","revaluation","1",""
"html-keyboard-response","290","1342481","0.0-5.0-8.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","291","1343069","0.0-5.0-8.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[583.9999999997672]","./assets/img/ocean/test/3.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp","false","","","","","","","","revaluation","1",""
"html-keyboard-response","292","1343570","0.0-5.0-8.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","293","1344194","0.0-5.0-8.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[621]","./assets/img/ocean/test/1.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp","false","","","","","","","","revaluation","1",""
"html-keyboard-response","294","1344696","0.0-5.0-8.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","295","1346289","0.0-5.0-8.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1591]","./assets/img/ocean/test/0.jpg","[""ArrowDown""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","296","1346791","0.0-5.0-8.0-1.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","297","1360134","0.0-5.0-9.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","298","1361135","0.0-5.0-10.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","299","1362137","0.0-5.0-10.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","300","1363139","0.0-5.0-10.0-2.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","301","1364142","0.0-5.0-10.0-3.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","302","1364799","0.0-5.0-11.0-0.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[656]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","303","1365300","0.0-5.0-11.0-1.0","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","304","1365696","0.0-5.0-11.0-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[394.00000000023283]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","305","1366198","0.0-5.0-11.0-1.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","306","1366530","0.0-5.0-11.0-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[330]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","307","1367031","0.0-5.0-11.0-1.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","308","1367358","0.0-5.0-11.0-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[325]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","309","1367859","0.0-5.0-11.0-1.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","310","1368872","0.0-5.0-11.0-0.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1011]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","311","1369375","0.0-5.0-11.0-1.4","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","312","1369696","0.0-5.0-11.0-0.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[318]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","313","1370198","0.0-5.0-11.0-1.5","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","314","1370932","0.0-5.0-11.0-0.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[731]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","315","1371433","0.0-5.0-11.0-1.6","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","316","1371736","0.0-5.0-11.0-0.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[299.99999999976717]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","317","1372237","0.0-5.0-11.0-1.7","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","318","1382033","0.0-5.0-0.1-0.2","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","6445","<p> This time you are searching for treasure in the <b>canyon</b>.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","319","1402260","0.0-5.0-0.1-0.3","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","2976","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","320","1418355","0.0-5.0-1.1-0.1","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","1362.9999999997672","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","321","1424362","0.0-5.0-2.1-0.50","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[768,464]","./assets/img/canyon/memory/13.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","","","","","0","original","2",""
"html-keyboard-response","322","1424864","0.0-5.0-2.1-1.50","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","1","","",""
"revaluation","323","1430870","0.0-5.0-2.1-0.51","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[852,475]","./assets/img/canyon/memory/40.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","","","","","2","original","2",""
"html-keyboard-response","324","1431372","0.0-5.0-2.1-1.51","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","3","","",""
"revaluation","325","1437377","0.0-5.0-2.1-0.52","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1675,742.0000000002328]","./assets/img/canyon/memory/2.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","4","original","2",""
"html-keyboard-response","326","1437879","0.0-5.0-2.1-1.52","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","5","","",""
"revaluation","327","1441884","0.0-5.0-2.1-0.53","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","true","","","","","","[]","./assets/img/canyon/memory/39.jpg","[]","value training","canyon","-5","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","","false","","","","","","","6","original","2",""
"html-keyboard-response","328","1442386","0.0-5.0-2.1-1.53","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","7","","",""
"revaluation","329","1448392","0.0-5.0-2.1-0.54","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[461,474]","./assets/img/canyon/memory/36.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","","","","","8","original","2",""
"html-keyboard-response","330","1448894","0.0-5.0-2.1-1.54","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","9","","",""
"revaluation","331","1454899","0.0-5.0-2.1-0.55","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[491,345.00000000023283]","./assets/img/canyon/memory/35.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","10","original","2",""
"html-keyboard-response","332","1455401","0.0-5.0-2.1-1.55","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","11","","",""
"revaluation","333","1461410","0.0-5.0-2.1-0.56","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[569.9999999997672,432.00000000023283]","./assets/img/canyon/memory/20.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","12","original","2",""
"html-keyboard-response","334","1461913","0.0-5.0-2.1-1.56","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","13","","",""
"revaluation","335","1467919","0.0-5.0-2.1-0.57","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1092,475]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","14","original","2",""
"html-keyboard-response","336","1468422","0.0-5.0-2.1-1.57","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","15","","",""
