"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"html-keyboard-response","22","130801","0.0-3.0-4.0-1.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","23","134805","0.0-3.0-4.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[531.2999999988824]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","24","135307","0.0-3.0-4.0-1.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","25","146552","0.0-3.0-5.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","1372.9000000003725","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","26","156380","0.0-3.0-5.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","670.4000000003725","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","27","168458","0.0-3.0-5.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","863.9000000003725","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","28","175510","0.0-3.0-5.0-0.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","666.3999999985099","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","29","179515","0.0-3.0-6.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[443.6000000014901]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","30","180018","0.0-3.0-6.0-1.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","31","184023","0.0-3.0-6.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[933.7999999988824]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","32","184525","0.0-3.0-6.0-1.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","33","188530","0.0-3.0-6.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[557.2999999988824]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","34","189031","0.0-3.0-6.0-1.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","35","193038","0.0-3.0-6.0-0.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[477.90000000037253]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","36","193540","0.0-3.0-6.0-1.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","37","211138","0.0-3.0-7.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","721.6999999992549","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","38","219882","0.0-3.0-7.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","462.7999999988824","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","39","225890","0.0-3.0-8.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[1295.4000000003725,977.8999999985099]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","40","226392","0.0-3.0-8.0-1.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","41","232398","0.0-3.0-8.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[1060.800000000745,809.3000000007451]","./assets/img/space/7.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","42","232900","0.0-3.0-8.0-1.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","43","238906","0.0-3.0-8.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[693.7999999988824,435.90000000037253]","./assets/img/space/8.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","44","239408","0.0-3.0-8.0-1.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","45","245414","0.0-3.0-8.0-0.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[632.9000000003725,351.30000000074506]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","46","245916","0.0-3.0-8.0-1.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","47","251924","0.0-3.0-8.0-0.4","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[411.59999999962747,413]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","48","252426","0.0-3.0-8.0-1.4","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","49","263453","0.0-3.0-9.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","658.2000000011176","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","50","271004","0.0-3.0-9.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","367.09999999962747","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","51","275010","0.0-3.0-10.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[1003.5999999996275]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","52","275512","0.0-3.0-10.0-1.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","53","279517","0.0-3.0-10.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[529.5]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","54","280019","0.0-3.0-10.0-1.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","55","284025","0.0-3.0-10.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[568.4000000003725]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","56","284526","0.0-3.0-10.0-1.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","57","290456","0.0-3.0-11.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","394.7999999988824","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","58","313016","0.0-3.0-11.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","913.7999999988824","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","59","337173","0.0-3.0-11.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","1822.0999999996275","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"audio-button-response","60","345201","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","61","349506","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","4301","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","","","",""
"comp-q","62","354344","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","615.7999999988824","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"audio-button-response","63","362373","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","64","367706","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","5331","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","3","beep chest","","","","false","","","","50","0","3","","","","","",""
"comp-q","65","373937","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","871","<p>Incorrect! Please try again. Remember to count the number of high pitched beeps only. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"audio-button-response","66","381941","0.0-3.0-12.0-0.2-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","67","383952","0.0-3.0-12.0-0.2-1.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","2009","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","","","",""
"comp-q","68","389284","0.0-3.0-12.0-0.2-2.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","1136.300000000745","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"learning-instructions","69","400306","0.0-3.0-13.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","687.6999999992549","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","70","414423","0.0-3.0-14.0-0.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","489.09999999962747","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","71","421087","0.0-3.0-14.0-0.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","971.3000000007451","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","72","436098","0.0-3.0-14.0-1.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","[67]","","","rest practice","","10","","","","","","","","","0","15000","","","",""
"learning-instructions","73","442044","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","705.6000000014901","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","74","446107","0.0-3.0-15.0-0.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","861.2000000011176","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","75","461881","0.0-3.0-15.0-1.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","927.7000000011176","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","76","467889","0.0-3.0-15.0-2.0-0.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[1502.8999999985099,796.1999999992549]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","77","468391","0.0-3.0-15.0-2.0-1.0","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","78","474396","0.0-3.0-15.0-2.0-0.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[1011.5,414.7000000011176]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","79","474898","0.0-3.0-15.0-2.0-1.1","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","80","480905","0.0-3.0-15.0-2.0-0.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[1055.7000000011176,464.80000000074506]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","81","481407","0.0-3.0-15.0-2.0-1.2","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","82","487414","0.0-3.0-15.0-2.0-0.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","false","","","","[874.0999999996275,485.7999999988824]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","83","487917","0.0-3.0-15.0-2.0-1.3","pilot_wm_v1","5fb5dfa5df577200090d9dc4","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
