"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","55","306727","0.0-3.0-10.0-0.2","pilot_wm_v1","null","3","null","null","true","","false","","","","","[270.70000000298023]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","56","307231","0.0-3.0-10.0-1.2","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","57","314349","0.0-3.0-11.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","1573.7999999970198","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","58","338367","0.0-3.0-11.0-0.1","pilot_wm_v1","null","3","null","null","true","","","","","","","2412.2000000029802","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","59","361767","0.0-3.0-11.0-0.2","pilot_wm_v1","null","3","null","null","true","","","","","","","1108.2000000029802","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"audio-button-response","60","369810","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","61","375135","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","null","3","null","null","true","","","","","","","5317","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","","","","","false","","","","50","0","6","","","","","",""
"comp-q","62","380986","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","null","3","null","null","true","","","","","","","1641.2000000029802","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep_answer","","","","","","","","","","","","","","","",""
"audio-button-response","63","390104","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","null","3","null","null","true","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","64","393685","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","null","3","null","null","true","","","","","","","3578","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","","","","","false","","","","50","0","4","","","","","",""
"comp-q","65","399384","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","null","3","null","null","true","","","","","","","1322.7000000029802","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep_answer","","","","","","","","","","","","","","","",""
"learning-instructions","66","412516","0.0-3.0-13.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","2635.4000000059605","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","67","427002","0.0-3.0-14.0-0.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","917.6000000089407","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","68","433518","0.0-3.0-14.0-0.0-0.1","pilot_wm_v1","null","3","null","null","true","","","","","","","847.4000000059605","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","69","448526","0.0-3.0-14.0-1.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","[69,73]","","","rest practice","","20","","","","","","","","","0","15000","","","",""
"learning-instructions","70","455203","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","1428","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","71","460150","0.0-3.0-15.0-0.0-0.1","pilot_wm_v1","null","3","null","null","true","","","","","","","1762.2999999970198","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","72","477903","0.0-3.0-15.0-1.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","3007.6000000089407","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","73","483912","0.0-3.0-15.0-2.0-0.0","pilot_wm_v1","null","3","null","null","true","","false","","","","","[867.7999999970198,543.2000000029802]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","74","484416","0.0-3.0-15.0-2.0-1.0","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","75","490426","0.0-3.0-15.0-2.0-0.1","pilot_wm_v1","null","3","null","null","true","","false","","","","","[564.7000000029802,399.69999998807907]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","76","490929","0.0-3.0-15.0-2.0-1.1","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","77","496938","0.0-3.0-15.0-2.0-0.2","pilot_wm_v1","null","3","null","null","true","","false","","","","","[538.7999999970198,432]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","78","497441","0.0-3.0-15.0-2.0-1.2","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","79","503451","0.0-3.0-15.0-2.0-0.3","pilot_wm_v1","null","3","null","null","true","","false","","","","","[393.79999999701977,365.79999999701977]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","80","503954","0.0-3.0-15.0-2.0-1.3","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","81","509964","0.0-3.0-15.0-2.0-0.4","pilot_wm_v1","null","3","null","null","true","","false","","","","","[878.5,404]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","82","510467","0.0-3.0-15.0-2.0-1.4","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","83","516477","0.0-3.0-15.0-2.0-0.5","pilot_wm_v1","null","3","null","null","true","","false","","","","","[695.5,409.90000000596046]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","84","516979","0.0-3.0-15.0-2.0-1.5","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","85","522988","0.0-3.0-15.0-2.0-0.6","pilot_wm_v1","null","3","null","null","true","","false","","","","","[575.4000000059605,241.3999999910593]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","86","523491","0.0-3.0-15.0-2.0-1.6","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","87","529501","0.0-3.0-15.0-2.0-0.7","pilot_wm_v1","null","3","null","null","true","","false","","","","","[489.40000000596046,296.80000001192093]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","88","530003","0.0-3.0-15.0-2.0-1.7","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","89","534007","0.0-3.0-15.0-2.0-0.8","pilot_wm_v1","null","3","null","null","true","","false","","","","","[580.1000000089407]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","90","534509","0.0-3.0-15.0-2.0-1.8","pilot_wm_v1","null","3","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","91","548854","0.0-3.0-15.0-3.0-0.0","pilot_wm_v1","null","3","null","null","true","","","","","","","1408.5","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","","","",""
