"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"html-keyboard-response","22","194426","0.0-3.0-4.0-1.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","23","198430","0.0-3.0-4.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[508.7999999523163]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","","","",""
"html-keyboard-response","24","198931","0.0-3.0-4.0-1.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","25","209962","0.0-3.0-5.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1157.3999999761581","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","26","219819","0.0-3.0-5.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","699.1999999880791","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","27","232272","0.0-3.0-5.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1229","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","28","240283","0.0-3.0-5.0-0.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1617.800000011921","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","29","244286","0.0-3.0-6.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[816]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","30","244789","0.0-3.0-6.0-1.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","31","248793","0.0-3.0-6.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[627.8000000119209]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","32","249294","0.0-3.0-6.0-1.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","33","253298","0.0-3.0-6.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[838.0999999642372]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","","","",""
"html-keyboard-response","34","253799","0.0-3.0-6.0-1.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","35","257804","0.0-3.0-6.0-0.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[620.2999999523163]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","","","",""
"html-keyboard-response","36","258305","0.0-3.0-6.0-1.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","37","279408","0.0-3.0-7.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","4251.800000011921","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","38","290078","0.0-3.0-7.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","2389.7999999523163","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","39","296083","0.0-3.0-8.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[907.3999999761581,903]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","40","296584","0.0-3.0-8.0-1.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","41","302589","0.0-3.0-8.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[1263.6000000238419,596.1000000238419]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","42","303090","0.0-3.0-8.0-1.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","43","309094","0.0-3.0-8.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[922.1999999880791,700.2000000476837]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","44","309595","0.0-3.0-8.0-1.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","45","315599","0.0-3.0-8.0-0.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[1230.699999988079,664]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","","","",""
"html-keyboard-response","46","316100","0.0-3.0-8.0-1.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","47","322106","0.0-3.0-8.0-0.4","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[731.1999999880791,446.10000002384186]","./assets/img/space/10.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","48","322607","0.0-3.0-8.0-1.4","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","49","336462","0.0-3.0-9.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","3510.2999999523163","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","50","345756","0.0-3.0-9.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","2118.899999976158","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","51","349760","0.0-3.0-10.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[628.5999999642372]","./assets/img/space/catch/0.jpg","[""ArrowUp""]","catch practice","space","-10","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp","true","","","","","","","","","",""
"html-keyboard-response","52","350262","0.0-3.0-10.0-1.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","53","354267","0.0-3.0-10.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[586.8000000119209]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","54","354769","0.0-3.0-10.0-1.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","55","358773","0.0-3.0-10.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[550.2000000476837]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","","","",""
"html-keyboard-response","56","359275","0.0-3.0-10.0-1.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","57","366372","0.0-3.0-11.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1563.199999988079","<p> Sometimes, you will come across a special kind of treasure chest that requires a password. </p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","58","389464","0.0-3.0-11.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1450.8999999761581","<p> Your friend will send you the password using a series of beeps so that you can open the chest and earn treasure. </p>
            <p> You will hear two kinds of beeps, a high beep and a low beep. </p>
            <p> You should report the number of high beeps that you heard before seeing the chest. </p>
            <img src='./assets/img/instructions/listen.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","59","415285","0.0-3.0-11.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","3484.300000011921","<p> For example, if you hear this series of beeps, you should report 4 as the password using the slider. </p>
            <p> After reporting a password for a chest, you should count the high beeps again starting from 0. </p>
            <p> Let's try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"audio-button-response","60","423312","0.0-3.0-12.0-0.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","./assets/audio/beeps/practice_6.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","61","427644","0.0-3.0-12.0-0.0-1.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","4327","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","beep chest","","","","false","","","","50","0","6","","","","","",""
"comp-q","62","433702","0.0-3.0-12.0-0.0-2.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1837.0999999642372","<p>Correct! There were 6 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"audio-button-response","63","441720","0.0-3.0-12.0-0.1-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","./assets/audio/beeps/practice_4.wav","null","","","","","","","","","","","","","","","","",""
"html-slider-response","64","444892","0.0-3.0-12.0-0.1-1.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","3170","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","0","4","","","","","",""
"comp-q","65","450347","0.0-3.0-12.0-0.1-2.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1254.3999999761581","<p>Correct! There were 4 high pitched beeps before you saw the chest. </p>","0","beep answer","","","","","","","","","","","","","","","",""
"learning-instructions","66","462453","0.0-3.0-13.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1772.699999988079","<p> Good job! In the real game we will not tell you if you entered the right password. </p>
            <p> Do your best, the treasure you earn from these chests will also give you extra bonus money. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","67","477258","0.0-3.0-14.0-0.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","1160.6000000238419","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","68","487972","0.0-3.0-14.0-0.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","5036.100000023842","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","69","502956","0.0-3.0-14.0-1.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","[95]","","","rest practice","","10","","","","","","","","","0","15000","","","",""
"learning-instructions","70","511600","0.0-3.0-15.0-0.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","3412.600000023842","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","71","515960","0.0-3.0-15.0-0.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","[{""event"":""fullscreenenter"",""trial"":2,""time"":34877},{""event"":""blur"",""trial"":5,""time"":65274},{""event"":""focus"",""trial"":5,""time"":73209},{""event"":""blur"",""trial"":7,""time"":87225},{""event"":""focus"",""trial"":7,""time"":105690},{""event"":""blur"",""trial"":72,""time"":520846},{""event"":""focus"",""trial"":72,""time"":532401}]","1157.800000011921","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","72","535908","0.0-3.0-15.0-1.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","5145.600000023842","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","73","541912","0.0-3.0-15.0-2.0-0.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[879.3999999761581,669.0999999642372]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","74","542414","0.0-3.0-15.0-2.0-1.0","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","75","548418","0.0-3.0-15.0-2.0-0.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[948.5,552.6999999880791]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","76","548920","0.0-3.0-15.0-2.0-1.1","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","77","554925","0.0-3.0-15.0-2.0-0.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[915.0999999642372,387.30000001192093]","./assets/img/space/13.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","78","555427","0.0-3.0-15.0-2.0-1.2","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","79","561432","0.0-3.0-15.0-2.0-0.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","false","","","","","[540.8999999761581,559.1999999880791]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","","","",""
"html-keyboard-response","80","561934","0.0-3.0-15.0-2.0-1.3","pilot_wm_v1","666def2522abf8b4a768b3cb","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
