"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","20087","0.0-0.0","spark_pilot_norest","8335","8","14","Male","[{""event"":""focus"",""trial"":0,""time"":10},{""event"":""blur"",""trial"":0,""time"":4414},{""event"":""focus"",""trial"":1,""time"":26543},{""event"":""blur"",""trial"":1,""time"":29994},{""event"":""focus"",""trial"":1,""time"":48388},{""event"":""blur"",""trial"":1,""time"":55409},{""event"":""focus"",""trial"":1,""time"":59474},{""event"":""fullscreenenter"",""trial"":2,""time"":73024}]","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","71121","0.0-1.0","spark_pilot_norest","8335","8","14","Male","[{""event"":""focus"",""trial"":0,""time"":10},{""event"":""blur"",""trial"":0,""time"":4414},{""event"":""focus"",""trial"":1,""time"":26543},{""event"":""blur"",""trial"":1,""time"":29994},{""event"":""focus"",""trial"":1,""time"":48388},{""event"":""blur"",""trial"":1,""time"":55409},{""event"":""focus"",""trial"":1,""time"":59474},{""event"":""fullscreenenter"",""trial"":2,""time"":73024}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","",""
"fullscreen","2","73957","0.0-2.0","spark_pilot_norest","8335","8","14","Male","","true","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","75018","0.0-3.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","76371","0.0-4.0-0.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","1338","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","5","84450","0.0-4.0-1.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","1116","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","6","93589","0.0-4.0-1.0-0.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","745","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","102314","0.0-4.0-1.0-0.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","484","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","115970","0.0-4.0-1.0-0.3","spark_pilot_norest","8335","8","14","Male","","","","","","","","520.9999999999854","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","130476","0.0-4.0-1.0-0.4","spark_pilot_norest","8335","8","14","Male","","","","","","","","1637","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","10","139472","0.0-4.0-1.0-0.5","spark_pilot_norest","8335","8","14","Male","","","","","","","","1183","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","11","148954","0.0-4.0-1.0-0.6","spark_pilot_norest","8335","8","14","Male","","","","","","","","685","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","12","156844","0.0-4.0-1.0-0.7","spark_pilot_norest","8335","8","14","Male","","","","","","","","865","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","13","160859","0.0-4.0-2.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[417.9999999999709]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","14","161361","0.0-4.0-2.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","15","165364","0.0-4.0-2.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[1498]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","16","165866","0.0-4.0-2.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","17","169871","0.0-4.0-2.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[811.9999999999709]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","",""
"html-keyboard-response","18","170373","0.0-4.0-2.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","19","176816","0.0-4.0-3.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","1755","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","20","180819","0.0-4.0-4.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[565]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","21","181322","0.0-4.0-4.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","22","185325","0.0-4.0-4.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[618]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","23","185827","0.0-4.0-4.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","24","189831","0.0-4.0-4.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[800]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","",""
"html-keyboard-response","25","190332","0.0-4.0-4.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","26","201789","0.0-4.0-5.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","1620","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","27","211452","0.0-4.0-5.0-0.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","545.9999999999709","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","",""
"learning-instructions","28","223155","0.0-4.0-5.0-0.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","527","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","29","230244","0.0-4.0-5.0-0.3","spark_pilot_norest","8335","8","14","Male","","","","","","","","738","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"revaluation","30","234251","0.0-4.0-6.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[562]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","31","234753","0.0-4.0-6.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","32","238757","0.0-4.0-6.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[836.0000000000291]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","second stage practice","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","",""
"html-keyboard-response","33","239259","0.0-4.0-6.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","34","243263","0.0-4.0-6.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[822]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","35","243765","0.0-4.0-6.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","36","247770","0.0-4.0-6.0-0.3","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[1283]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","37","248271","0.0-4.0-6.0-1.3","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","38","266777","0.0-4.0-7.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","1707","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","39","276448","0.0-4.0-7.0-0.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","1427","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","40","282455","0.0-4.0-8.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[463,641.9999999999418]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","41","282957","0.0-4.0-8.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","42","288962","0.0-4.0-8.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[613,940]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","",""
"html-keyboard-response","43","289464","0.0-4.0-8.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","44","295470","0.0-4.0-8.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[833,497.0000000000582]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","",""
"html-keyboard-response","45","295972","0.0-4.0-8.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","46","301978","0.0-4.0-8.0-0.3","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[1021,474]","./assets/img/space/9.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","47","302480","0.0-4.0-8.0-1.3","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","48","308484","0.0-4.0-8.0-0.4","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[892,466]","./assets/img/space/10.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","49","308986","0.0-4.0-8.0-1.4","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","50","320722","0.0-4.0-9.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","1439","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","51","328930","0.0-4.0-9.0-0.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","1051","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","",""
"revaluation","52","332935","0.0-4.0-10.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[686.0000000000582]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","53","333437","0.0-4.0-10.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","54","337442","0.0-4.0-10.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[748]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","55","337944","0.0-4.0-10.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","56","341948","0.0-4.0-10.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[551]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","57","342449","0.0-4.0-10.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","58","348384","0.0-4.0-11.0-0.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","709","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","59","352103","0.0-4.0-11.0-0.0-0.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","542.0000000000582","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","",""
"learning-instructions","60","367526","0.0-4.0-11.0-1.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","668","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","",""
"revaluation","61","373530","0.0-4.0-11.0-2.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[658,538]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","62","374032","0.0-4.0-11.0-2.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","63","380037","0.0-4.0-11.0-2.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[658.0000000000582,1]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","64","380539","0.0-4.0-11.0-2.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","65","386543","0.0-4.0-11.0-2.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[786,323]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","66","387044","0.0-4.0-11.0-2.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","67","393049","0.0-4.0-11.0-2.0-0.3","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[765,94]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","68","393551","0.0-4.0-11.0-2.0-1.3","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","69","399555","0.0-4.0-11.0-2.0-0.4","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[760,337.0000000000582]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","70","400057","0.0-4.0-11.0-2.0-1.4","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","71","406061","0.0-4.0-11.0-2.0-0.5","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[692,316]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","72","406563","0.0-4.0-11.0-2.0-1.5","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","73","412569","0.0-4.0-11.0-2.0-0.6","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[658,349.0000000000582]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","74","413070","0.0-4.0-11.0-2.0-1.6","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","75","419076","0.0-4.0-11.0-2.0-0.7","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[574,336]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","",""
"html-keyboard-response","76","419578","0.0-4.0-11.0-2.0-1.7","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","77","423582","0.0-4.0-11.0-2.0-0.8","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[959]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","",""
"html-keyboard-response","78","424083","0.0-4.0-11.0-2.0-1.8","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","79","437755","0.0-4.0-11.0-3.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","768","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","",""
"revaluation","80","441760","0.0-4.0-11.0-4.0-0.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[1119]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","",""
"html-keyboard-response","81","442262","0.0-4.0-11.0-4.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","82","446266","0.0-4.0-11.0-4.0-0.1","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[830.0000000000582]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","83","446768","0.0-4.0-11.0-4.0-1.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","84","450770","0.0-4.0-11.0-4.0-0.2","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[671]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","",""
"html-keyboard-response","85","451272","0.0-4.0-11.0-4.0-1.2","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"revaluation","86","455275","0.0-4.0-11.0-4.0-0.3","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[531]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","",""
"html-keyboard-response","87","455776","0.0-4.0-11.0-4.0-1.3","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
"learning-instructions","88","469438","0.0-4.0-11.0-5.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","89","492574","0.0-4.0-11.0-5.0-0.1","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","",""
"html-keyboard-response","90","493577","0.0-4.0-11.0-6.0-0.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","",""
"html-keyboard-response","91","494578","0.0-4.0-11.0-6.0-1.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","",""
"html-keyboard-response","92","495580","0.0-4.0-11.0-6.0-2.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","",""
"html-keyboard-response","93","496582","0.0-4.0-11.0-6.0-3.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","",""
"revaluation","94","497129","0.0-4.0-11.0-7.0","spark_pilot_norest","8335","8","14","Male","","","false","","","","","[546]","./assets/img/space/15.jpg","[""ArrowDown""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown","false","","","","","",""
"html-keyboard-response","95","497631","0.0-4.0-11.0-8.0","spark_pilot_norest","8335","8","14","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","",""
